16866.0,24103.0,14127.0,-310.0,35847.0,16774.0,2151.0
17888.0,23712.0,14120.0,-349.0,35999.0,17066.0,1598.0
18280.0,24022.0,14155.0,-442.0,35117.0,16994.0,1421.0
17775.0,23979.0,14151.0,-342.0,35125.0,15727.0,1542.0
16817.0,24155.0,14385.0,-387.0,33673.0,16456.0,2025.0
15980.0,23650.0,14335.0,-279.0,33596.0,16110.0,2425.0
15656.0,23216.0,14412.0,-300.0,32781.0,16740.0,2558.0
15970.0,23430.0,14340.0,-318.0,32832.0,16663.0,2235.0
16311.0,23918.0,14433.0,-383.0,32978.0,16683.0,2290.0
20426.0,27081.0,16675.0,-439.0,32354.0,15295.0,2987.0
