28815.0,45463.0,16179.0,959.0,26057.0,14677.0,9132.0
29053.0,45559.0,16116.0,1024.0,25961.0,14630.0,9101.0
31084.0,46850.0,15514.0,1062.0,26252.0,12811.0,9677.0
31243.0,47941.0,15203.0,962.0,26227.0,12367.0,10892.0
31663.0,48181.0,15404.0,1004.0,26177.0,13469.0,11412.0
32015.0,45991.0,15351.0,999.0,25565.0,13185.0,10942.0
31354.0,47349.0,15240.0,1034.0,25480.0,13294.0,10869.0
31292.0,46843.0,15385.0,1039.0,25170.0,15434.0,10839.0
31510.0,46595.0,15396.0,1030.0,25022.0,13682.0,11089.0
30966.0,47110.0,15500.0,987.0,25053.0,15835.0,10945.0
