33827.0,51832.0,15287.0,915.0,24090.0,13570.0,13086.0
41287.0,46241.0,16296.0,893.0,26244.0,12256.0,13982.0
36122.0,49244.0,15460.0,953.0,27192.0,13044.0,12873.0
32139.0,49112.0,15595.0,969.0,27272.0,12470.0,12030.0
32285.0,51656.0,15505.0,984.0,25708.0,12604.0,12134.0
38127.0,52079.0,15436.0,2768.0,27242.0,13175.0,14469.0
40229.0,47231.0,16292.0,206.0,26131.0,9178.0,14416.0
31447.0,43880.0,18859.0,-434.0,23399.0,8056.0,16613.0
40440.0,48040.0,19415.0,817.0,26161.0,11310.0,11988.0
49359.0,58341.0,23190.0,2014.0,28400.0,10067.0,11801.0
