28332.0,45776.0,16082.0,1116.0,27196.0,14235.0,9342.0
28512.0,45714.0,16159.0,1090.0,26874.0,14213.0,9375.0
28621.0,45795.0,16137.0,1169.0,26606.0,14349.0,9435.0
28475.0,45818.0,16114.0,1082.0,26456.0,14285.0,9351.0
28165.0,45147.0,16094.0,291.0,25234.0,13505.0,9425.0
29243.0,45952.0,16112.0,1142.0,26410.0,15010.0,9903.0
29155.0,45559.0,16217.0,979.0,26150.0,13912.0,9644.0
29061.0,45603.0,16249.0,1052.0,26171.0,14361.0,9547.0
29189.0,45633.0,16204.0,1033.0,26167.0,14576.0,9307.0
28939.0,45790.0,16159.0,1002.0,25966.0,14510.0,9320.0
