-1953.0,6663.0,3149.0,585.0,212.0,-265.0,-1821.0
-1783.0,6751.0,3541.0,688.0,10140.0,-397.0,-1841.0
-1748.0,6673.0,3565.0,633.0,10083.0,-468.0,-1860.0
-1683.0,6644.0,3533.0,682.0,10150.0,-442.0,-1880.0
-1765.0,6671.0,3555.0,572.0,10142.0,-446.0,-1843.0
-1748.0,6692.0,3595.0,644.0,10202.0,-457.0,-1810.0
-1744.0,6680.0,3563.0,593.0,10178.0,-414.0,-1891.0
-1698.0,6657.0,3548.0,650.0,10200.0,-433.0,-1857.0
-1703.0,6600.0,3544.0,647.0,10186.0,-429.0,-1829.0
-1720.0,6691.0,3598.0,656.0,10156.0,-481.0,-1876.0
