index,DataSent,DataReceived,DataProcessed,DataSaved,PacketLength
1,2019-07-11T17:52:55.787494,1562860375.77927,1562860376.26199,1562860376.44916,578
2,2019-07-11T17:52:58.625029,1562860378.63818,1562860378.72092,1562860378.89417,578
3,2019-07-11T17:53:01.462674,1562860381.44066,1562860381.52578,1562860381.68564,578
4,2019-07-11T17:53:04.298931,1562860384.3062,1562860384.39127,1562860384.55625,578
5,2019-07-11T17:53:07.136378,1562860387.16783,1562860387.27236,1562860387.43046,594
6,2019-07-11T17:53:09.974247,1562860389.95296,1562860390.0444,1562860390.21637,594
7,2019-07-11T17:53:12.810415,1562860392.85257,1562860392.96745,1562860393.14221,594
8,2019-07-11T17:53:15.658447,1562860395.63672,1562860395.72651,1562860395.88206,594
9,2019-07-11T17:53:18.484250,1562860398.46312,1562860398.55606,1562860398.71388,594
10,2019-07-11T17:53:21.338141,1562860401.31716,1562860401.41422,1562860401.57148,594
11,2019-07-11T17:53:24.159295,1562860404.14121,1562860404.23591,1562860404.40514,594
12,2019-07-11T17:53:27.013337,1562860407.01761,1562860407.10336,1562860407.27414,594
