45984.0,39248.0,19169.0,-117.0,21179.0,18781.0,5547.0
44847.0,39969.0,19304.0,-126.0,20608.0,18997.0,5413.0
45189.0,39610.0,19240.0,-243.0,20325.0,18989.0,5225.0
44749.0,40161.0,19212.0,-202.0,24029.0,19508.0,5033.0
45457.0,39642.0,19134.0,-184.0,23624.0,19710.0,5087.0
45151.0,39294.0,19101.0,-693.0,23499.0,19350.0,4972.0
45099.0,39276.0,19082.0,-106.0,24897.0,19319.0,4888.0
44982.0,39533.0,19164.0,-60.0,24662.0,19428.0,4935.0
45221.0,39734.0,19148.0,-166.0,25323.0,19488.0,4814.0
45203.0,39963.0,19279.0,-95.0,26644.0,19379.0,4940.0
