seduta1,seduta2,seduta3,seduta4,schienale1,schienale2,schienale3
20344.0,32342.0,17206.0,-245.0,37286.0,13115.0,928.0
19638.0,32914.0,17231.0,-269.0,37392.0,12347.0,945.0
