index,DataSent,DataReceived,DataProcessed,DataSaved,PacketLength
29,2019-07-11T18:02:38.279816,1562860958.79427,1562860958.86771,1562860958.89321,145
30,2019-07-11T18:02:38.438565,1562860958.89393,1562860958.96551,1562860958.99336,145
31,2019-07-11T18:02:38.562990,1562860958.99407,1562860959.08484,1562860959.11193,145
32,2019-07-11T18:02:38.658213,1562860959.11271,1562860959.19717,1562860959.22706,145
33,2019-07-11T18:02:38.752293,1562860959.22786,1562860959.36428,1562860959.39283,145
34,2019-07-11T18:02:38.850900,1562860959.39362,1562860959.47171,1562860959.5501,145
35,2019-07-11T18:02:38.955033,1562860959.55101,1562860959.6254,1562860959.65279,145
36,2019-07-11T18:02:39.057548,1562860959.6539,1562860959.74773,1562860959.77844,145
37,2019-07-11T18:02:39.161615,1562860959.77936,1562860959.85785,1562860959.89163,145
38,2019-07-11T18:02:39.264546,1562860959.89255,1562860959.96728,1562860960.00063,145
39,2019-07-11T18:02:39.414149,1562860960.00151,1562860960.07921,1562860960.10784,145
40,2019-07-11T18:02:39.573842,1562860960.10858,1562860960.19903,1562860960.22966,145
41,2019-07-11T18:02:39.698591,1562860960.23088,1562860960.31476,1562860960.34906,145
42,2019-07-11T18:02:39.792593,1562860960.35001,1562860960.43336,1562860960.46066,145
43,2019-07-11T18:02:39.886588,1562860960.46159,1562860960.55047,1562860960.57918,145
44,2019-07-11T18:02:39.987378,1562860960.58008,1562860960.66556,1562860960.69497,145
45,2019-07-11T18:02:40.090118,1562860960.69604,1562860960.77507,1562860960.807,145
46,2019-07-11T18:02:40.194142,1562860960.80777,1562860960.89446,1562860960.92405,145
47,2019-07-11T18:02:40.297001,1562860960.92481,1562860961.00523,1562860961.03947,145
48,2019-07-11T18:02:40.400855,1562860961.04031,1562860961.12036,1562860961.15126,145
49,2019-07-11T18:02:40.549653,1562860961.15202,1562860961.23658,1562860961.26814,145
50,2019-07-11T18:02:40.710585,1562860961.26904,1562860961.34821,1562860961.38209,145
51,2019-07-11T18:02:40.832853,1562860961.38298,1562860961.46868,1562860961.50118,145
52,2019-07-11T18:02:40.926795,1562860961.50188,1562860961.58495,1562860961.6214,145
53,2019-07-11T18:02:41.022236,1562860961.62266,1562860961.69387,1562860961.7322,145
54,2019-07-11T18:02:41.123771,1562860961.73308,1562860961.81041,1562860961.84734,145
55,2019-07-11T18:02:41.226538,1562860961.84809,1562860961.93248,1562860961.96704,145
56,2019-07-11T18:02:41.329383,1562860961.96798,1562860962.04821,1562860962.08081,145
57,2019-07-11T18:02:41.433266,1562860962.08156,1562860962.16089,1562860962.19239,145
58,2019-07-11T18:02:41.536296,1562860962.19322,1562860962.27431,1562860962.30375,145
59,2019-07-11T18:02:41.683897,1562860962.30459,1562860962.39032,1562860962.42382,145
60,2019-07-11T18:02:41.777821,1562860962.42465,1562860962.51091,1562860962.54521,145
61,2019-07-11T18:02:41.873302,1562860962.54603,1562860962.63147,1562860962.66417,145
62,2019-07-11T18:02:41.967274,1562860962.66514,1562860962.75389,1562860962.78422,145
63,2019-07-11T18:02:42.062603,1562860962.78512,1562860962.86495,1562860962.89523,145
64,2019-07-11T18:02:42.156444,1562860962.89603,1562860962.97617,1562860963.00778,145
65,2019-07-11T18:02:42.259299,1562860963.00853,1562860963.08193,1562860963.11097,145
66,2019-07-11T18:02:42.363030,1562860963.11175,1562860963.19636,1562860963.2323,145
67,2019-07-11T18:02:42.465777,1562860963.23306,1562860963.3161,1562860963.34871,145
68,2019-07-11T18:02:42.568546,1562860963.34957,1562860963.42874,1562860963.46305,145
69,2019-07-11T18:02:42.672652,1562860963.4638,1562860963.55861,1562860963.5947,145
70,2019-07-11T18:02:42.818203,1562860963.59551,1562860963.67409,1562860963.70874,145
71,2019-07-11T18:02:42.913475,1562860963.70969,1562860963.78391,1562860963.81473,145
72,2019-07-11T18:02:43.007401,1562860963.816,1562860963.89891,1562860963.92857,145
73,2019-07-11T18:02:43.102713,1562860963.92951,1562860964.0148,1562860964.04655,145
74,2019-07-11T18:02:43.196673,1562860964.04736,1562860964.12178,1562860964.15753,145
75,2019-07-11T18:02:43.291955,1562860964.15829,1562860964.24103,1562860964.27389,145
76,2019-07-11T18:02:43.395486,1562860964.27478,1562860964.36326,1562860964.39219,145
77,2019-07-11T18:02:43.498256,1562860964.3931,1562860964.47986,1562860964.50912,145
78,2019-07-11T18:02:43.601051,1562860964.50989,1562860964.5855,1562860964.62218,145
79,2019-07-11T18:02:43.705299,1562860964.62329,1562860964.70722,1562860964.73783,145
80,2019-07-11T18:02:43.858453,1562860964.73874,1562860964.8216,1562860964.8494,145
81,2019-07-11T18:02:44.014495,1562860964.8502,1562860964.94104,1562860964.97539,145
82,2019-07-11T18:02:44.142954,1562860964.97643,1562860965.04893,1562860965.077,145
83,2019-07-11T18:02:44.236899,1562860965.07794,1562860965.16957,1562860965.2011,145
84,2019-07-11T18:02:44.332179,1562860965.20192,1562860965.27944,1562860965.31065,145
85,2019-07-11T18:02:44.427961,1562860965.3114,1562860965.39495,1562860965.42621,145
86,2019-07-11T18:02:44.530778,1562860965.4271,1562860965.50786,1562860965.54036,145
87,2019-07-11T18:02:44.634743,1562860965.54116,1562860965.6305,1562860965.66223,145
88,2019-07-11T18:02:44.737476,1562860965.66301,1562860965.75125,1562860965.78754,145
89,2019-07-11T18:02:44.841978,1562860965.78829,1562860965.87727,1562860965.90405,145
90,2019-07-11T18:02:44.994077,1562860965.90491,1562860965.98762,1562860966.01796,145
91,2019-07-11T18:02:45.151080,1562860966.01884,1562860966.09503,1562860966.1252,145
92,2019-07-11T18:02:45.277273,1562860966.12613,1562860966.2074,1562860966.24039,145
93,2019-07-11T18:02:45.372398,1562860966.24141,1562860966.32375,1562860966.36025,145
94,2019-07-11T18:02:45.466350,1562860966.36158,1562860966.44056,1562860966.47755,145
95,2019-07-11T18:02:45.563225,1562860966.47861,1562860966.55686,1562860966.5954,145
96,2019-07-11T18:02:45.667210,1562860966.59613,1562860966.68023,1562860966.70943,145
97,2019-07-11T18:02:45.770000,1562860966.71023,1562860966.79091,1562860966.82291,145
98,2019-07-11T18:02:45.873979,1562860966.82386,1562860966.9062,1562860966.93672,145
99,2019-07-11T18:02:45.976719,1562860966.93762,1562860967.02406,1562860967.05332,145
100,2019-07-11T18:02:46.128250,1562860967.05422,1562860967.13945,1562860967.1736,145
101,2019-07-11T18:02:46.286212,1562860967.17451,1562860967.26932,1562860967.30456,145
102,2019-07-11T18:02:46.412769,1562860967.30535,1562860967.38894,1562860967.42379,145
103,2019-07-11T18:02:46.506728,1562860967.42457,1562860967.50174,1562860967.5308,145
104,2019-07-11T18:02:46.602048,1562860967.53159,1562860967.61314,1562860967.64302,145
105,2019-07-11T18:02:46.699783,1562860967.64397,1562860967.72887,1562860967.76196,145
106,2019-07-11T18:02:46.802564,1562860967.7628,1562860967.84546,1562860967.87639,145
107,2019-07-11T18:02:46.906525,1562860967.8773,1562860967.95924,1562860967.98922,145
108,2019-07-11T18:02:47.009301,1562860967.99002,1562860968.0647,1562860968.09638,145
109,2019-07-11T18:02:47.113250,1562860968.09712,1562860968.18678,1562860968.21561,145
110,2019-07-11T18:02:47.263838,1562860968.21645,1562860968.30048,1562860968.33133,145
111,2019-07-11T18:02:47.422749,1562860968.33222,1562860968.4271,1562860968.45645,145
112,2019-07-11T18:02:47.547002,1562860968.45736,1562860968.54356,1562860968.57035,145
113,2019-07-11T18:02:47.641071,1562860968.57117,1562860968.64429,1562860968.6768,145
114,2019-07-11T18:02:47.736348,1562860968.6776,1562860968.75678,1562860968.79086,145
115,2019-07-11T18:02:47.834938,1562860968.79167,1562860968.87546,1562860968.90912,145
116,2019-07-11T18:02:47.939153,1562860968.91007,1562860968.99484,1562860969.02538,145
117,2019-07-11T18:02:48.041900,1562860969.02617,1562860969.10256,1562860969.13322,145
118,2019-07-11T18:02:48.145823,1562860969.13411,1562860969.2231,1562860969.25207,145
119,2019-07-11T18:02:48.248746,1562860969.25291,1562860969.32759,1562860969.35911,145
120,2019-07-11T18:02:48.398142,1562860969.35986,1562860969.44697,1562860969.47686,145
121,2019-07-11T18:02:48.558147,1562860969.47759,1562860969.56459,1562860969.59284,145
122,2019-07-11T18:02:48.681520,1562860969.59392,1562860969.67064,1562860969.70247,145
123,2019-07-11T18:02:48.776729,1562860969.70323,1562860969.7768,1562860969.80614,145
124,2019-07-11T18:02:48.870724,1562860969.80692,1562860969.88656,1562860969.91729,145
125,2019-07-11T18:02:48.971591,1562860969.91806,1562860969.9941,1562860970.0298,145
126,2019-07-11T18:02:49.074317,1562860970.03052,1562860970.12024,1562860970.14936,145
127,2019-07-11T18:02:49.178324,1562860970.15015,1562860970.22516,1562860970.25415,145
128,2019-07-11T18:02:49.281110,1562860970.25503,1562860970.33914,1562860970.36874,145
129,2019-07-11T18:02:49.385261,1562860970.36958,1562860970.44691,1562860970.47667,145
130,2019-07-11T18:02:49.532509,1562860970.4775,1562860970.56339,1562860970.59199,145
131,2019-07-11T18:02:49.694610,1562860970.59319,1562860970.68441,1562860970.71688,145
132,2019-07-11T18:02:49.817068,1562860970.71785,1562860970.80227,1562860970.83351,145
133,2019-07-11T18:02:49.910969,1562860970.83427,1562860970.91123,1562860970.94044,145
134,2019-07-11T18:02:50.006302,1562860970.94135,1562860971.03168,1562860971.06312,145
135,2019-07-11T18:02:50.106814,1562860971.06407,1562860971.14372,1562860971.16999,145
136,2019-07-11T18:02:50.211109,1562860971.17075,1562860971.25021,1562860971.27701,145
137,2019-07-11T18:02:50.313574,1562860971.27781,1562860971.35918,1562860971.3937,145
138,2019-07-11T18:02:50.417559,1562860971.3946,1562860971.4631,1562860971.49638,145
139,2019-07-11T18:02:50.520381,1562860971.4973,1562860971.57442,1562860971.60375,145
140,2019-07-11T18:02:50.667968,1562860971.60454,1562860971.68737,1562860971.71995,145
141,2019-07-11T18:02:50.762003,1562860971.72079,1562860971.80176,1562860971.8379,145
142,2019-07-11T18:02:50.857188,1562860971.83872,1562860971.9144,1562860971.94454,145
143,2019-07-11T18:02:50.951241,1562860971.94526,1562860972.02462,1562860972.05662,145
144,2019-07-11T18:02:51.046435,1562860972.05734,1562860972.14089,1562860972.17057,145
145,2019-07-11T18:02:51.140553,1562860972.17145,1562860972.24305,1562860972.27339,145
146,2019-07-11T18:02:51.243416,1562860972.27426,1562860972.35011,1562860972.37987,145
147,2019-07-11T18:02:51.346051,1562860972.38085,1562860972.4622,1562860972.49322,145
148,2019-07-11T18:02:51.450102,1562860972.49397,1562860972.57921,1562860972.61582,145
149,2019-07-11T18:02:51.552812,1562860972.61688,1562860972.69928,1562860972.7295,145
150,2019-07-11T18:02:51.656827,1562860972.73029,1562860972.80801,1562860972.84283,145
151,2019-07-11T18:02:51.802371,1562860972.84372,1562860972.91701,1562860972.9491,145
152,2019-07-11T18:02:51.897550,1562860972.94981,1562860973.03062,1562860973.06261,145
153,2019-07-11T18:02:51.991713,1562860973.0634,1562860973.1312,1562860973.15842,145
154,2019-07-11T18:02:52.086797,1562860973.15955,1562860973.23779,1562860973.27088,145
155,2019-07-11T18:02:52.180868,1562860973.2717,1562860973.34231,1562860973.37575,145
