index,DataSent,DataReceived,DataProcessed,DataSaved,PacketLength
1,2019-07-11T18:02:35.253415,1562860955.24164,1562860955.67061,1562860955.70388,145
2,2019-07-11T18:02:35.348290,1562860955.70468,1562860955.78039,1562860955.80884,145
3,2019-07-11T18:02:35.443868,1562860955.8098,1562860955.89033,1562860955.91938,145
4,2019-07-11T18:02:35.546602,1562860955.92017,1562860956.00747,1562860956.03722,145
5,2019-07-11T18:02:35.650578,1562860956.03803,1562860956.11726,1562860956.15259,145
6,2019-07-11T18:02:35.753338,1562860956.15343,1562860956.25096,1562860956.28381,145
7,2019-07-11T18:02:35.856100,1562860956.28456,1562860956.36574,1562860956.39665,145
8,2019-07-11T18:02:35.960157,1562860956.39752,1562860956.47935,1562860956.51225,145
9,2019-07-11T18:02:36.105258,1562860956.51303,1562860956.60046,1562860956.62902,145
10,2019-07-11T18:02:36.199331,1562860956.62992,1562860956.72201,1562860956.75469,145
11,2019-07-11T18:02:36.293247,1562860956.75547,1562860956.83115,1562860956.86657,145
12,2019-07-11T18:02:36.388455,1562860956.86749,1562860956.93694,1562860956.97088,145
13,2019-07-11T18:02:36.482502,1562860956.97163,1562860957.05273,1562860957.08324,145
14,2019-07-11T18:02:36.579094,1562860957.08408,1562860957.1634,1562860957.19481,145
15,2019-07-11T18:02:36.683088,1562860957.19556,1562860957.27224,1562860957.30486,145
16,2019-07-11T18:02:36.785823,1562860957.3058,1562860957.38776,1562860957.41938,145
17,2019-07-11T18:02:36.889981,1562860957.42032,1562860957.50002,1562860957.53337,145
18,2019-07-11T18:02:36.992719,1562860957.53416,1562860957.61436,1562860957.6449,145
19,2019-07-11T18:02:37.144328,1562860957.64575,1562860957.72778,1562860957.75742,145
20,2019-07-11T18:02:37.302159,1562860957.75853,1562860957.85015,1562860957.88136,145
21,2019-07-11T18:02:37.428689,1562860957.88227,1562860957.95852,1562860957.98717,145
22,2019-07-11T18:02:37.522741,1562860957.98805,1562860958.06787,1562860958.09976,145
23,2019-07-11T18:02:37.617967,1562860958.10048,1562860958.18003,1562860958.21206,145
24,2019-07-11T18:02:37.715696,1562860958.21285,1562860958.2884,1562860958.31725,145
25,2019-07-11T18:02:37.818306,1562860958.318,1562860958.40478,1562860958.43712,145
26,2019-07-11T18:02:37.922449,1562860958.43793,1562860958.5253,1562860958.55626,145
27,2019-07-11T18:02:38.025106,1562860958.55716,1562860958.63987,1562860958.67047,145
28,2019-07-11T18:02:38.129160,1562860958.67122,1562860958.76074,1562860958.79337,145
